chr	start	end	geneID	geneSymbol	symbol	NLMeanCnt	NLCountValid	NLadjPval	enrichSig	SigPeakValue	ovSig
chr4	94205607	94208106	NM_001128430	SMARCAD1	promoter_62468	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164722	SMARCAD1	promoter_62469	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164724	SMARCAD1	promoter_62470	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164725	SMARCAD1	promoter_62471	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164726	SMARCAD1	promoter_62472	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164729	SMARCAD1	promoter_62473	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164734	SMARCAD1	promoter_62474	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164735	SMARCAD1	promoter_62475	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NR_164736	SMARCAD1	promoter_62476	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205607	94208106	NM_001375858	SMARCAD1	promoter_62477	2.29125531259539	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NM_020159	SMARCAD1	promoter_62478	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NM_001128429	SMARCAD1	promoter_62479	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NM_001375856	SMARCAD1	promoter_62480	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164723	SMARCAD1	promoter_62481	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164727	SMARCAD1	promoter_62482	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164728	SMARCAD1	promoter_62483	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164730	SMARCAD1	promoter_62484	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164731	SMARCAD1	promoter_62485	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164732	SMARCAD1	promoter_62486	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164733	SMARCAD1	promoter_62487	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NR_164737	SMARCAD1	promoter_62488	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94205864	94208363	NM_001375857	SMARCAD1	promoter_62489	2.24451470732774	11	0	TRUE	4.965973476227	TRUE
chr4	94206083	94208582	NR_045644	SMARCAD1	promoter_62490	2.05736397160001	9	0	TRUE	4.965973476227	TRUE
chr4	94449856	94452355	NM_001011515	PDLIM5	promoter_62494	2.25298513383825	6	0	TRUE	NA	NA
chr4	94449856	94452355	NM_001011516	PDLIM5	promoter_62495	2.25298513383825	6	0	TRUE	NA	NA
chr4	94449856	94452355	NM_001256426	PDLIM5	promoter_62496	2.25298513383825	6	0	TRUE	NA	NA
chr4	94449856	94452355	NM_001256425	PDLIM5	promoter_62497	2.25298513383825	6	0	TRUE	NA	NA
chr4	94449941	94452440	NM_001011513	PDLIM5	promoter_62498	2.20854859730107	5	0	TRUE	NA	NA
chr4	94449941	94452440	NM_001256428	PDLIM5	promoter_62499	2.20854859730107	5	0	TRUE	NA	NA
chr4	94449941	94452440	NM_001256427	PDLIM5	promoter_62500	2.20854859730107	5	0	TRUE	NA	NA
chr4	94449941	94452440	NM_001256429	PDLIM5	promoter_62501	2.20854859730107	5	0	TRUE	NA	NA
chr4	94449941	94452440	NM_006457	PDLIM5	promoter_62502	2.20854859730107	5	0	TRUE	NA	NA
chr4	94449941	94452440	NR_046186	PDLIM5	promoter_62503	2.20854859730107	5	0	TRUE	NA	NA
chr4	99352247	99354746	NM_000669	ADH1C	promoter_62540	NA	NA	NA	NA	4.0757948949563	TRUE
chr4	99352247	99354746	NR_133005	ADH1C	promoter_62541	NA	NA	NA	NA	4.0757948949563	TRUE
chr4	102499358	102501857	NM_001165412	NFKB1	promoter_62585	2.17466418513228	6	0	TRUE	NA	NA
chr4	102499358	102501857	NM_001382626	NFKB1	promoter_62586	2.17466418513228	6	0	TRUE	NA	NA
chr4	102499358	102501857	NM_001382627	NFKB1	promoter_62587	2.17466418513228	6	0.00346708307307933	TRUE	NA	NA
chr4	102499358	102501857	NM_001382628	NFKB1	promoter_62588	2.17466418513228	6	0	TRUE	NA	NA
chr4	102866991	102869490	NM_001008388	CISD2	promoter_62605	NA	NA	NA	NA	4.09815319561388	TRUE
chr4	103019206	103021705	NR_047515	SLC9B1	promoter_62606	1.91231752235995	5	0	TRUE	5.52962737638265	TRUE
chr4	103019206	103021705	NM_001100874	SLC9B1	promoter_62607	1.91231752235995	5	0	TRUE	5.52962737638265	TRUE
chr4	103019206	103021705	NR_047513	SLC9B1	promoter_62608	1.91231752235995	5	0	TRUE	5.52962737638265	TRUE
chr4	103019206	103021705	NM_139173	SLC9B1	promoter_62609	1.91231752235995	5	0	TRUE	5.52962737638265	TRUE
chr4	103076820	103079319	NM_001370201	SLC9B2	promoter_62610	1.91734319141253	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001370206	SLC9B2	promoter_62611	2.13493087859992	7	0.00346708307307933	TRUE	NA	NA
chr4	103076262	103078761	NM_001370205	SLC9B2	promoter_62612	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001370204	SLC9B2	promoter_62613	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001370202	SLC9B2	promoter_62614	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001300756	SLC9B2	promoter_62615	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001370200	SLC9B2	promoter_62616	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001370199	SLC9B2	promoter_62617	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076820	103079319	NM_001300754	SLC9B2	promoter_62618	1.91734319141253	7	0	TRUE	NA	NA
chr4	103076820	103079319	NM_001370207	SLC9B2	promoter_62619	1.91734319141253	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_001370203	SLC9B2	promoter_62620	2.13493087859992	7	0	TRUE	NA	NA
chr4	103076262	103078761	NM_178833	SLC9B2	promoter_62621	2.13493087859992	7	0	TRUE	NA	NA
chr1	202538113	202540612	NM_001197131	PPP1R12B	promoter_6263	1.785583606168	5	0	TRUE	NA	NA
chr1	202807922	202810421	NM_006618	KDM5B	promoter_6266	2.37405579734168	7	0	TRUE	NA	NA
chr1	202808971	202811470	NM_001347591	KDM5B	promoter_6267	2.6240543725903	7	0	TRUE	NA	NA
chr4	107931620	107934119	NR_125929	CYP2U1-AS1	promoter_62671	2.26705581524887	7	0	TRUE	4.54783100668789	TRUE
chr1	202808971	202811470	NM_001314042	KDM5B	promoter_6268	2.6240543725903	7	0	TRUE	NA	NA
chr4	108618557	108621056	NM_001319236	RPL34	promoter_62686	2.13089349158744	5	0	TRUE	NA	NA
chr4	108618557	108621056	NM_000995	RPL34	promoter_62687	2.13089349158744	5	0	TRUE	NA	NA
chr4	108618589	108621088	NM_001319235	RPL34	promoter_62688	2.13089349158744	5	0	TRUE	NA	NA
chr4	108618589	108621088	NM_001319232	RPL34	promoter_62689	2.13089349158744	5	0	TRUE	NA	NA
chr1	202808945	202811444	NR_046326	PCAT6	promoter_6269	2.7005390097371	7	0	TRUE	NA	NA
chr4	108618589	108621088	NM_033625	RPL34	promoter_62690	2.13089349158744	5	0	TRUE	NA	NA
chr4	108618628	108621127	NM_001319234	RPL34	promoter_62691	2.13089349158744	5	0	TRUE	NA	NA
chr1	202808945	202811444	NR_046325	PCAT6	promoter_6270	2.7005390097371	7	0	TRUE	NA	NA
chr4	109486697	109489196	NR_030302	MIR576	promoter_62712	2.25516776543567	8	0	TRUE	4.34570343052741	TRUE
chr1	202928100	202930599	NM_001303051	KLHL12	promoter_6274	1.97360109923651	8	0	TRUE	NA	NA
chr1	202926735	202929234	NM_021633	KLHL12	promoter_6275	2.19034270776923	9	0	TRUE	NA	NA
chr4	112143453	112145952	NM_152400	FAM241A	promoter_62756	NA	NA	NA	NA	4.80497301748738	TRUE
chr1	202926735	202929234	NM_001303109	KLHL12	promoter_6276	2.19034270776923	9	0	TRUE	NA	NA
chr4	112285405	112287904	NM_052864	TIFA	promoter_62760	2.70414448143093	9	0	TRUE	NA	NA
chr1	203005366	203007865	NR_136531	TMEM183A	promoter_6283	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NR_146286	TMEM183A	promoter_6284	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NR_146285	TMEM183A	promoter_6285	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NR_146288	TMEM183A	promoter_6286	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr4	113761428	113763927	NM_172127	CAMK2D	promoter_62866	NA	NA	NA	NA	4.15206315867322	TRUE
chr4	113761428	113763927	NM_172115	CAMK2D	promoter_62868	NA	NA	NA	NA	4.15206315867322	TRUE
chr4	113761428	113763927	NM_172114	CAMK2D	promoter_62869	NA	NA	NA	NA	4.15206315867322	TRUE
chr1	203005366	203007865	NR_146287	TMEM183A	promoter_6287	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr4	113761428	113763927	NM_172129	CAMK2D	promoter_62870	NA	NA	NA	NA	4.15206315867322	TRUE
chr1	203005366	203007865	NM_001322958	TMEM183A	promoter_6288	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NR_136532	TMEM183A	promoter_6289	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NR_136530	TMEM183A	promoter_6290	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NR_136533	TMEM183A	promoter_6291	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr4	119210626	119213125	NM_019050	USP53	promoter_62911	1.70499122766331	6	0	TRUE	4.03692781389825	TRUE
chr4	119210712	119213211	NM_001371395	USP53	promoter_62912	NA	NA	NA	NA	4.03692781389825	TRUE
chr4	119210712	119213211	NM_001371396	USP53	promoter_62913	NA	NA	NA	NA	4.03692781389825	TRUE
chr4	119210712	119213211	NM_001371397	USP53	promoter_62914	1.70692394697225	6	0.00346708307307933	TRUE	4.03692781389825	TRUE
chr4	119210712	119213211	NM_001371398	USP53	promoter_62915	1.70692394697225	6	0.00941700282752121	TRUE	4.03692781389825	TRUE
chr4	119210712	119213211	NM_001371399	USP53	promoter_62916	NA	NA	NA	NA	4.03692781389825	TRUE
chr4	119300146	119302645	NM_001001701	C4orf3	promoter_62917	NA	NA	NA	NA	4.51052690893112	TRUE
chr1	203005366	203007865	NR_136534	TMEM183A	promoter_6292	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr4	119454129	119456628	NR_135112	GTF2IP12	promoter_62921	2.345872500016	9	0	TRUE	NA	NA
chr1	203005366	203007865	NM_001322957	TMEM183A	promoter_6293	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NM_001322956	TMEM183A	promoter_6294	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr4	121799322	121801821	NM_001034194	EXOSC9	promoter_62948	NA	NA	NA	NA	4.2822152228706	TRUE
chr4	121799322	121801821	NM_005033	EXOSC9	promoter_62949	NA	NA	NA	NA	4.2822152228706	TRUE
chr1	203005366	203007865	NM_001322955	TMEM183A	promoter_6295	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005366	203007865	NM_001322959	TMEM183A	promoter_6296	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr4	122824707	122827206	NM_002006	FGF2	promoter_62968	2.09426422835358	6	0	TRUE	NA	NA
chr4	122824830	122827329	NM_001361665	FGF2	promoter_62969	2.07956443020884	6	0	TRUE	NA	NA
chr1	203005373	203007872	NM_138391	TMEM183A	promoter_6297	2.19660373263649	5	0	TRUE	4.70104509823469	TRUE
chr1	203005630	203008129	NR_146289	TMEM183A	promoter_6298	2.01371443283732	5	0	TRUE	4.70104509823469	TRUE
chr4	124712233	124714732	NM_020337	ANKRD50	promoter_62983	1.98979866795752	5	0	TRUE	NA	NA
chr4	124712233	124714732	NM_001167882	ANKRD50	promoter_62984	1.98979866795752	5	0	TRUE	NA	NA
chr1	203005630	203008129	NM_001349862	TMEM183A	promoter_6299	2.01371443283732	5	0	TRUE	4.70104509823469	TRUE
chr4	127781522	127784021	NM_001317382	HSPA4L	promoter_62995	NA	NA	NA	NA	4.00036727515294	TRUE
chr4	127878892	127881391	NM_014264	PLK4	promoter_62996	2.16538169009198	6	0	TRUE	4.15149430991892	TRUE
chr4	127878892	127881391	NM_001190799	PLK4	promoter_62997	2.16538169009198	6	0	TRUE	4.15149430991892	TRUE
chr4	127879243	127881742	NM_001190801	PLK4	promoter_62998	2.16538169009198	6	0	TRUE	4.15149430991892	TRUE
chr1	203005630	203008129	NM_001349859	TMEM183A	promoter_6300	2.01371443283732	5	0	TRUE	4.70104509823469	TRUE
chr4	127965464	127967963	NM_152778	MFSD8	promoter_63001	2.06008840159069	6	0	TRUE	5.0081619218431	TRUE
chr4	127965464	127967963	NM_001371590	MFSD8	promoter_63006	2.06008840159069	6	0	TRUE	5.0081619218431	TRUE
chr4	128059311	128061810	NM_001278604	LARP1B	promoter_63028	2.45774184915534	7	0	TRUE	NA	NA
chr4	128059311	128061810	NM_018078	LARP1B	promoter_63029	2.45774184915534	7	0	TRUE	NA	NA
chr4	128059311	128061810	NM_032239	LARP1B	promoter_63030	2.45774184915534	7	0	TRUE	NA	NA
chr4	128059311	128061810	NM_001350531	LARP1B	promoter_63031	2.45774184915534	7	0	TRUE	NA	NA
chr4	128059311	128061810	NR_146772	LARP1B	promoter_63032	2.45774184915534	7	0	TRUE	NA	NA
chr4	128059311	128061810	NM_178043	LARP1B	promoter_63033	2.45774184915534	7	0	TRUE	NA	NA
chr4	139013780	139016279	NM_012118	NOCT	promoter_63074	NA	NA	NA	NA	4.65744955774955	TRUE
chr4	139302052	139304551	NM_001184990	NDUFC1	promoter_63087	2.4305926887913	11	0	TRUE	NA	NA
chr4	139302052	139304551	NM_001184988	NDUFC1	promoter_63091	2.4305926887913	11	0	TRUE	NA	NA
chr4	139302052	139304551	NM_001184987	NDUFC1	promoter_63092	2.4305926887913	11	0	TRUE	NA	NA
chr4	139301978	139304477	NM_001184989	NDUFC1	promoter_63093	2.35443595155092	10	0	TRUE	NA	NA
chr1	203186205	203188704	NM_001276	CHI3L1	promoter_6310	2.02115192510668	6	0	TRUE	NA	NA
chr4	140126014	140128513	NR_147610	LOC101927516	promoter_63107	2.47659865123778	11	0	TRUE	NA	NA
chr4	140642581	140645080	NR_077215	TNRC18P1	promoter_63123	2.23101802829046	5	0	TRUE	NA	NA
chr4	143514338	143516837	NR_104027	SMARCA5-AS1	promoter_63181	1.93800714689806	7	0	TRUE	NA	NA
chr1	203303518	203306017	NM_006763	BTG2	promoter_6319	2.03512425559802	6	0	TRUE	NA	NA
chr4	145479852	145482351	NM_005900	SMAD1	promoter_63216	1.69517029318575	7	0.00346708307307933	TRUE	NA	NA
chr4	145502481	145504980	NR_108077	SMAD1-AS2	promoter_63221	1.8250504733641	6	0	TRUE	4.19189169176418	TRUE
chr4	145617384	145619883	NM_001375644	MMAA	promoter_63223	2.27786154835405	6	0	TRUE	4.28312848173406	TRUE
chr4	145617384	145619883	NM_172250	MMAA	promoter_63224	2.27786154835405	6	0	TRUE	4.28312848173406	TRUE
chr1	203624786	203627285	NM_001001396	ATP2B4	promoter_6325	2.25234120675157	7	0	TRUE	NA	NA
chr4	147683731	147686230	NM_001350144	PRMT9	promoter_63253	1.87312926631155	6	0	TRUE	NA	NA
chr4	147683731	147686230	NM_001350143	PRMT9	promoter_63254	1.87312926631155	6	0	TRUE	NA	NA
chr4	147683664	147686163	NM_138364	PRMT9	promoter_63255	1.8126432293243	6	0	TRUE	NA	NA
chr4	147683731	147686230	NM_001304458	PRMT9	promoter_63256	1.87312926631155	6	0	TRUE	NA	NA
chr4	147683731	147686230	NM_001350142	PRMT9	promoter_63257	1.87312926631155	6	0	TRUE	NA	NA
chr4	147683731	147686230	NM_001350141	PRMT9	promoter_63258	1.87312926631155	6	0	TRUE	NA	NA
chr4	147730087	147732586	NM_024605	ARHGAP10	promoter_63259	1.97976300497636	6	0	TRUE	NA	NA
chr1	203624831	203627330	NM_001684	ATP2B4	promoter_6326	2.25234120675157	7	0	TRUE	NA	NA
chr1	203624831	203627330	NM_001365783	ATP2B4	promoter_6327	2.25234120675157	7	0	TRUE	NA	NA
chr4	151014998	151017497	NM_006726	LRBA	promoter_63285	1.90685490435996	7	0	TRUE	NA	NA
chr4	150580150	150582649	NM_006439	MAB21L2	promoter_63287	3.16598070008581	14	0	TRUE	NA	NA
chr4	151101826	151104325	NR_000007	SNORD73A	promoter_63291	2.0304229046065	6	0	TRUE	NA	NA
chr4	151325106	151327605	NM_001378131	SH3D19	promoter_63296	2.55183839703224	10	0	TRUE	5.28604632867977	TRUE
chr4	151325106	151327605	NM_001378128	SH3D19	promoter_63299	2.55183839703224	10	0	TRUE	5.28604632867977	TRUE
chr4	151325106	151327605	NM_001378122	SH3D19	promoter_63304	2.55183839703224	10	0	TRUE	5.28604632867977	TRUE
chr4	151325106	151327605	NM_001378121	SH3D19	promoter_63305	2.55183839703224	10	0	TRUE	5.28604632867977	TRUE
chr4	152352327	152354826	NM_018315	FBXW7	promoter_63314	2.117517575067	9	0	TRUE	5.0697417272949	TRUE
chr4	152779231	152781730	NM_145720	TIGD4	promoter_63324	1.70841166111115	5	0.00346708307307933	TRUE	NA	NA
chr1	203767637	203770136	NM_001282878	LAX1	promoter_6333	2.25570442353343	8	0	TRUE	5.29267773625554	TRUE
chr4	152934322	152936821	NM_001371116	FHDC1	promoter_63332	1.78362219795492	6	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376360	ZC3H11A	promoter_6334	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376359	ZC3H11A	promoter_6335	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376358	ZC3H11A	promoter_6336	2.21016389488572	7	0	TRUE	NA	NA
chr4	153638167	153640666	NR_134873	LOC100419170	promoter_63364	3.2198340468057	16	0	TRUE	5.68223425346446	TRUE
chr1	203793622	203796121	NM_001376357	ZC3H11A	promoter_6337	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376356	ZC3H11A	promoter_6338	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376355	ZC3H11A	promoter_6339	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376343	ZC3H11A	promoter_6340	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376342	ZC3H11A	promoter_6341	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376341	ZC3H11A	promoter_6342	2.21016389488572	7	0	TRUE	NA	NA
chr4	155757020	155759519	NM_001291954	GUCY1B1	promoter_63420	NA	NA	NA	NA	4.59633417324712	TRUE
chr4	155757020	155759519	NM_001291953	GUCY1B1	promoter_63421	1.66615017470728	7	0.00941700282752121	TRUE	4.59633417324712	TRUE
chr4	155757020	155759519	NM_001291955	GUCY1B1	promoter_63422	1.66615017470728	7	0.00346708307307933	TRUE	4.59633417324712	TRUE
chr4	155757020	155759519	NM_001291952	GUCY1B1	promoter_63423	1.66615017470728	7	0.00654755632446035	TRUE	4.59633417324712	TRUE
chr4	155757020	155759519	NM_001291951	GUCY1B1	promoter_63424	NA	NA	NA	NA	4.59633417324712	TRUE
chr4	155757020	155759519	NM_000857	GUCY1B1	promoter_63425	1.66615017470728	7	0.00346708307307933	TRUE	4.59633417324712	TRUE
chr1	203793622	203796121	NM_001376337	ZC3H11A	promoter_6343	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376361	ZC3H11A	promoter_6344	2.21016389488572	7	0	TRUE	NA	NA
chr4	158208485	158210984	NM_018342	TMEM144	promoter_63447	2.02803656905216	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001350264	ZC3H11A	promoter_6345	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376366	ZC3H11A	promoter_6346	2.21016389488572	7	0	TRUE	NA	NA
chr4	158671388	158673887	NM_001008393	C4orf46	promoter_63462	NA	NA	NA	NA	4.62921165916907	TRUE
chr4	158671557	158674056	NR_077235	C4orf46	promoter_63463	NA	NA	NA	NA	4.62921165916907	TRUE
chr4	158671557	158674056	NR_077234	C4orf46	promoter_63464	NA	NA	NA	NA	4.62921165916907	TRUE
chr1	203793622	203796121	NM_001376367	ZC3H11A	promoter_6347	2.21016389488572	7	0	TRUE	NA	NA
chr4	158803838	158806337	NM_001323916	FNIP2	promoter_63471	2.19782929784985	7	0	TRUE	4.21892289655606	TRUE
chr4	158803838	158806337	NM_001366843	FNIP2	promoter_63472	2.19782929784985	7	0	TRUE	4.21892289655606	TRUE
chr4	159126804	159129303	NR_039963	MIR3688-2	promoter_63476	2.05328434326732	6	0	TRUE	3.92670721905567	TRUE
chr4	159226482	159228981	NM_001351725	RAPGEF2	promoter_63478	2.26967306136412	6	0	TRUE	NA	NA
chr4	159265808	159268307	NM_001351727	RAPGEF2	promoter_63479	1.69631240082919	5	0.00654755632446035	TRUE	NA	NA
chr1	203793622	203796121	NM_001376336	ZC3H11A	promoter_6348	2.21016389488572	7	0	TRUE	NA	NA
chr4	159265808	159268307	NM_001351728	RAPGEF2	promoter_63481	1.69631240082919	5	0.00346708307307933	TRUE	NA	NA
chr1	203793622	203796121	NM_001376335	ZC3H11A	promoter_6349	2.21016389488572	7	0	TRUE	NA	NA
chr4	163492689	163495188	NM_018352	TMA16	promoter_63495	1.93248874689271	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001350265	ZC3H11A	promoter_6350	2.21016389488572	7	0	TRUE	NA	NA
chr4	164977158	164979657	NM_001012414	TRIM61	promoter_63501	1.45692729683579	6	0	TRUE	NA	NA
chr4	165112361	165114860	NM_001100389	TMEM192	promoter_63505	2.56712722043891	7	0	TRUE	5.14718861876334	TRUE
chr4	165205560	165208059	NM_007246	KLHL2	promoter_63506	3.55050568532455	12	0	TRUE	5.67953834508528	TRUE
chr4	165205617	165208116	NM_001331024	KLHL2	promoter_63507	3.50606200023485	11	0	TRUE	5.67953834508528	TRUE
chr4	165205617	165208116	NM_001331023	KLHL2	promoter_63508	3.50606200023485	11	0	TRUE	5.67953834508528	TRUE
chr1	203793622	203796121	NM_001376334	ZC3H11A	promoter_6351	2.21016389488572	7	0	TRUE	NA	NA
chr4	165279524	165282023	NR_026575	GK3P	promoter_63511	NA	NA	NA	NA	3.97985902428955	TRUE
chr1	203793622	203796121	NM_001350266	ZC3H11A	promoter_6352	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376348	ZC3H11A	promoter_6353	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001319238	ZC3H11A	promoter_6354	2.21016389488572	7	0	TRUE	NA	NA
chr4	168830094	168832593	NM_001166110	PALLD	promoter_63541	1.72403698564055	5	0.00941700282752121	TRUE	NA	NA
chr4	168830094	168832593	NM_001367569	PALLD	promoter_63543	1.72403698564055	5	0.00346708307307933	TRUE	NA	NA
chr4	168830094	168832593	NM_001367570	PALLD	promoter_63544	1.72403698564055	5	0.00654755632446035	TRUE	NA	NA
chr1	203793622	203796121	NM_001350263	ZC3H11A	promoter_6355	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376363	ZC3H11A	promoter_6356	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376345	ZC3H11A	promoter_6357	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376344	ZC3H11A	promoter_6358	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001350261	ZC3H11A	promoter_6359	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001319239	ZC3H11A	promoter_6360	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376365	ZC3H11A	promoter_6361	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376338	ZC3H11A	promoter_6362	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376347	ZC3H11A	promoter_6363	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376364	ZC3H11A	promoter_6364	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376339	ZC3H11A	promoter_6365	2.21016389488572	7	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376340	ZC3H11A	promoter_6366	2.21016389488572	7	0	TRUE	NA	NA
chr4	182916978	182919477	NM_001921	DCTD	promoter_63666	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916754	182919253	NM_001351747	DCTD	promoter_63667	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916978	182919477	NM_001351753	DCTD	promoter_63668	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916978	182919477	NM_001351750	DCTD	promoter_63669	NA	NA	NA	NA	4.13461604931483	TRUE
chr1	203793622	203796121	NM_001376349	ZC3H11A	promoter_6367	2.21016389488572	7	0	TRUE	NA	NA
chr4	182916978	182919477	NM_001351748	DCTD	promoter_63670	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916754	182919253	NM_001351743	DCTD	promoter_63671	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916754	182919253	NM_001351745	DCTD	promoter_63672	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916754	182919253	NM_001351744	DCTD	promoter_63673	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	182916978	182919477	NM_001012732	DCTD	promoter_63674	NA	NA	NA	NA	4.13461604931483	TRUE
chr4	183097256	183099755	NM_024949	WWC2	promoter_63677	2.43654377077093	8	0	TRUE	NA	NA
chr4	183240135	183242634	NR_126473	WWC2-AS1	promoter_63678	2.13492022719186	8	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376362	ZC3H11A	promoter_6368	2.21016389488572	7	0	TRUE	NA	NA
chr4	183321927	183324426	NM_001185149	CLDN24	promoter_63680	2.39137778793496	5	0	TRUE	NA	NA
chr4	183442635	183445134	NM_017632	CDKN2AIP	promoter_63681	2.50593895629827	6	0	TRUE	NA	NA
chr4	183442635	183445134	NM_001317343	CDKN2AIP	promoter_63682	2.50593895629827	6	0	TRUE	NA	NA
chr4	183658686	183661185	NM_001307922	RWDD4	promoter_63686	1.74278784800856	5	0	TRUE	NA	NA
chr4	183658686	183661185	NM_152682	RWDD4	promoter_63687	1.74278784800856	5	0	TRUE	NA	NA
chr1	203793622	203796121	NM_001376346	ZC3H11A	promoter_6369	2.21016389488572	7	0	TRUE	NA	NA
chr4	184353478	184355977	NR_040108	LINC02363	promoter_63693	1.99458265048154	7	0	TRUE	NA	NA
chr4	184474051	184476550	NM_002199	IRF2	promoter_63696	1.99516348225226	5	0	TRUE	NA	NA
